"","No","Q_Y","Q","M_Y","Period","diff_gap","diff_oil","diff_exchange","diff_VNI","diff_CPI","diff._goldreserve","diff_interest","log_M2","diff_demandVN"
"1034",1034,"Q4-2013","Q4","12-2013",41634,92408.5320085324,1.07142857142858,0,2.13,0.00790000000000002,10.11,-0.00119999999999999,0.0424720826096708,-5.25
"1035",1035,"Q4-2013","Q4","12-2013",41635,-17268.5692685694,0.759999999999991,-5,-0.139999999999986,0.00790000000000002,10.11,-0.00119999999999999,0.0424720826096708,-5.25
"1036",1036,"Q4-2013","Q4","12-2013",41638,7980.72198072448,-1.03999999999999,10,-6.06,0.00790000000000002,10.11,-0.00119999999999999,0.0424720826096708,-5.25
"1037",1037,"Q4-2013","Q4","12-2013",41639,2223666.98166697,-0.730000000000004,-5,4.27999999999997,0.00790000000000002,10.11,-0.00119999999999999,0.0424720826096708,-5.25
"1038",1038,"Q1-2014","Q1","1-2014",41641,-2484154.22415422,-3.03,-15,-0.120000000000005,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1039",1039,"Q1-2014","Q1","1-2014",41642,-57389.9073899128,-1.48,15,0.860000000000014,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1040",1040,"Q1-2014","Q1","1-2014",41645,54880.7408807427,-0.539999999999992,5,3.73000000000002,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1041",1041,"Q1-2014","Q1","1-2014",41646,108513.702513702,0.189999999999998,-5,1.01999999999998,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1042",1042,"Q1-2014","Q1","1-2014",41647,-99307.5033075027,-1.41,5,3.77999999999997,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1043",1043,"Q1-2014","Q1","1-2014",41648,-39099.2250992246,-0.540000000000006,-5,3.08000000000004,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1044",1044,"Q1-2014","Q1","1-2014",41649,-234401.73880174,1.03,-3,1.96000000000004,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1045",1045,"Q1-2014","Q1","1-2014",41652,64440.2948402949,-0.939999999999998,-12,2.16999999999996,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1046",1046,"Q1-2014","Q1","1-2014",41653,59455.3770553768,0.700000000000003,12,1.19999999999993,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1047",1047,"Q1-2014","Q1","1-2014",41654,-75021.8106218055,1.63,-2,4.37,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1048",1048,"Q1-2014","Q1","1-2014",41655,-29639.3876393884,-0.239999999999995,10,6.86000000000001,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1049",1049,"Q1-2014","Q1","1-2014",41656,-116994.140994143,0.419999999999987,-10,10.0500000000001,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1050",1050,"Q1-2014","Q1","1-2014",41659,125343.434943434,-1.29857142857142,0,10.0799999999999,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1051",1051,"Q1-2014","Q1","1-2014",41660,-40307.3359073363,1.84857142857143,5,6.24000000000001,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1052",1052,"Q1-2014","Q1","1-2014",41661,-42738.612738613,1.83999999999999,-5,-7.99000000000001,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1053",1053,"Q1-2014","Q1","1-2014",41662,-271150.255150251,0.88000000000001,-5,1.63,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1054",1054,"Q1-2014","Q1","1-2014",41663,24522.0185220167,-0.570000000000007,-5,6.6400000000001,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1055",1055,"Q1-2014","Q1","1-2014",41666,328211.302211303,-0.840000000000003,-25,-3.67000000000007,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1056",1056,"Q1-2014","Q1","1-2014",41667,200371.196371194,1.67,0,-2.3271428571428,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1057",1057,"Q1-2014","Q1","1-2014",41668,-178107.730107728,-0.149999999999991,0,1.51469387755105,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1058",1058,"Q1-2014","Q1","1-2014",41669,318049.518049516,0.909999999999997,0,0.291078717201117,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1059",1059,"Q1-2014","Q1","1-2014",41670,233395.199395202,-0.700000000000003,0,-0.558767180341533,0.0107999999999999,16.39,0,0.0210214250801312,9.31
"1060",1060,"Q1-2014","Q1","2-2014",41673,-322820.260820266,-1.11,0,0.502837508181074,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1061",1061,"Q1-2014","Q1","2-2014",41674,138351.540351544,0.799999999999997,0,0.341814295064182,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1062",1062,"Q1-2014","Q1","2-2014",41675,-127074.655074656,0.160000000000011,40,-0.557926519926809,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1063",1063,"Q1-2014","Q1","2-2014",41676,-259533.547533542,0.439999999999998,5,-1.04658784058631,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1064",1064,"Q1-2014","Q1","2-2014",41677,-55613.3056133091,2.14,5,-4.91999999999996,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1065",1065,"Q1-2014","Q1","2-2014",41680,-83313.1733131744,0.140000000000001,0,6.13999999999999,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1066",1066,"Q1-2014","Q1","2-2014",41681,-158762.804762803,-0.160000000000011,5,-2,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1067",1067,"Q1-2014","Q1","2-2014",41682,-83116.6131166145,0.420000000000002,-10,10.35,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1068",1068,"Q1-2014","Q1","2-2014",41683,-106191.646191649,-0.109999999999999,5,5.92999999999995,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1069",1069,"Q1-2014","Q1","2-2014",41684,128468.342468347,0.0400000000000063,-15,2.04000000000008,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1070",1070,"Q1-2014","Q1","2-2014",41687,1367306.0993061,-0.472857142857137,10,-2.01999999999998,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1071",1071,"Q1-2014","Q1","2-2014",41688,-878115.776115779,2.70285714285714,0,4.3599999999999,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1072",1072,"Q1-2014","Q1","2-2014",41689,-64660.366660364,0.919999999999987,0,3.56000000000006,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1073",1073,"Q1-2014","Q1","2-2014",41690,-224222.264222264,-0.259999999999991,0,-7.08000000000004,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1074",1074,"Q1-2014","Q1","2-2014",41691,-43372.5193725228,-0.670000000000002,5,-0.469999999999914,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1075",1075,"Q1-2014","Q1","2-2014",41694,-49539.9735399708,0.640000000000001,0,6.00999999999999,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1076",1076,"Q1-2014","Q1","2-2014",41695,-14919.2969192974,-0.969999999999999,0,9.62,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1077",1077,"Q1-2014","Q1","2-2014",41696,250936.684936684,0.730000000000004,-5,3.6099999999999,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1078",1078,"Q1-2014","Q1","2-2014",41697,-304184.086184081,-0.25,0,-5.01999999999998,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1079",1079,"Q1-2014","Q1","2-2014",41698,-237447.74144775,0.199999999999989,0,1.69000000000005,0.00860000000000005,22.59,0,-0.00414079451258747,9.31
"1080",1080,"Q1-2014","Q1","3-2014",41701,97519.183519192,2.46000000000001,5,-13.1,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1081",1081,"Q1-2014","Q1","3-2014",41702,71122.2831222787,-1.7,-5,-3.40999999999997,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1082",1082,"Q1-2014","Q1","3-2014",41703,-108247.59024759,-1.89,0,4.97000000000003,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1083",1083,"Q1-2014","Q1","3-2014",41704,-193269.703269701,0.0699999999999932,0,3.61999999999989,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1084",1084,"Q1-2014","Q1","3-2014",41705,296736.344736345,1,0,1.19000000000005,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1085",1085,"Q1-2014","Q1","3-2014",41708,-142590.436590441,-1.42999999999999,0,3.94000000000005,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1086",1086,"Q1-2014","Q1","3-2014",41709,8723.87072387338,-1.09999999999999,0,4.80999999999995,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1087",1087,"Q1-2014","Q1","3-2014",41710,-329288.603288602,-2,0,1.51999999999998,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1088",1088,"Q1-2014","Q1","3-2014",41711,29720.6577206552,0.279999999999987,0,5.20000000000005,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1089",1089,"Q1-2014","Q1","3-2014",41712,-158368.172368173,0.660000000000011,0,1.61000000000001,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1090",1090,"Q1-2014","Q1","3-2014",41715,217591.759591758,-0.799999999999997,-10,3.52999999999997,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1091",1091,"Q1-2014","Q1","3-2014",41716,86275.1842751876,1.64999999999999,5,-0.509999999999991,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1092",1092,"Q1-2014","Q1","3-2014",41717,190415.800415795,0.629999999999995,0,5.74000000000001,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1093",1093,"Q1-2014","Q1","3-2014",41718,-26333.3963333927,-1.02999999999999,0,-5.33000000000004,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1094",1094,"Q1-2014","Q1","3-2014",41719,-7629.93762993813,0.289999999999992,0,1.49000000000001,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1095",1095,"Q1-2014","Q1","3-2014",41722,265131.355131358,0.0799999999999983,0,5.79999999999995,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1096",1096,"Q1-2014","Q1","3-2014",41723,-143186.543186549,-0.390000000000001,0,-5.69999999999993,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1097",1097,"Q1-2014","Q1","3-2014",41724,117461.727461729,0.950000000000003,0,-13.7900000000001,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1098",1098,"Q1-2014","Q1","3-2014",41725,-66279.3422793411,0.640000000000001,5,2.08000000000004,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1099",1099,"Q1-2014","Q1","3-2014",41726,19452.2774522789,0.480000000000004,5,4.14999999999998,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1100",1100,"Q1-2014","Q1","3-2014",41729,175481.38348138,-0.160000000000011,-10,-2.71999999999991,-0.00690000000000002,-11.62,-0.002,0.0109497306113249,9.31
"1101",1101,"Q2-2014","Q2","4-2014",41730,-79455.6794556715,-1.88,0,-7.72000000000003,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1102",1102,"Q2-2014","Q2","4-2014",41731,-223666.603666607,-0.0900000000000034,0,-2.18000000000006,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1103",1103,"Q2-2014","Q2","4-2014",41732,152044.604044601,0.690000000000012,-5,7.7700000000001,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1104",1104,"Q2-2014","Q2","4-2014",41733,-229463.995463993,0.86999999999999,0,3.59999999999991,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1105",1105,"Q2-2014","Q2","4-2014",41736,207924.021924023,-0.72999999999999,5,7.53000000000009,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1106",1106,"Q2-2014","Q2","4-2014",41737,-60480.0604800619,2.13999999999999,0,2.67999999999995,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1107",1107,"Q2-2014","Q2","4-2014",41738,50984.6909846924,0.980000000000004,0,-11.3371428571428,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1108",1108,"Q2-2014","Q2","4-2014",41739,-102617.652617652,-0.179999999999993,0,9.41714285714284,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1109",1109,"Q2-2014","Q2","4-2014",41740,-77134.4925344959,0.310000000000002,19.5,-0.759999999999991,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1110",1110,"Q2-2014","Q2","4-2014",41743,4012.20941220969,0.36999999999999,-19.5,-4.46000000000004,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1111",1111,"Q2-2014","Q2","4-2014",41744,203713.853713855,-0.349999999999994,20,-10.02,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1112",1112,"Q2-2014","Q2","4-2014",41745,-219735.399735395,0.00999999999999091,-20,-11.8000000000001,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1113",1113,"Q2-2014","Q2","4-2014",41746,144547.344547339,0.620000000000005,0,6.01999999999998,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1114",1114,"Q2-2014","Q2","4-2014",41747,-305516.067716066,-0.560000000000002,0,-14.9799999999999,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1115",1115,"Q2-2014","Q2","4-2014",41750,291552.733752731,0.579999999999998,0,-7.19000000000005,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1116",1116,"Q2-2014","Q2","4-2014",41751,137902.097902104,-2.66,0,11.73,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1117",1117,"Q2-2014","Q2","4-2014",41752,-101920.619920626,-0.219999999999999,15,-0.509999999999991,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1118",1118,"Q2-2014","Q2","4-2014",41753,-75569.4575694576,0.730000000000004,-5,1.10000000000002,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1119",1119,"Q2-2014","Q2","4-2014",41754,-57674.1636741608,-1.35000000000001,-5,8.45999999999992,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1120",1120,"Q2-2014","Q2","4-2014",41757,138505.386505384,0.280000000000001,-10,-5.81999999999994,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1121",1121,"Q2-2014","Q2","4-2014",41758,-84008.3160083145,0.430000000000007,-10,4.89999999999998,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1122",1122,"Q2-2014","Q2","4-2014",41759,706368.550368555,-1.49000000000001,0,-6.87857142857149,0.00119999999999998,3.34999999999997,0,0.00883730442517033,5.96
"1123",1123,"Q2-2014","Q2","5-2014",41760,839017.199017197,-0.379999999999995,0,1.85448979591843,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1124",1124,"Q2-2014","Q2","5-2014",41761,-310466.830466829,0.400000000000006,0,0.443702623906688,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1125",1125,"Q2-2014","Q2","5-2014",41764,-1341792.85579286,-0.350000000000009,10,-8.5696209912536,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1126",1126,"Q2-2014","Q2","5-2014",41765,-73795.1237951256,0.0700000000000074,5,-9.74000000000001,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1127",1127,"Q2-2014","Q2","5-2014",41766,318745.416745421,1.25,-5,4.86000000000001,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1128",1128,"Q2-2014","Q2","5-2014",41767,-70618.030618038,-0.540000000000006,10,-32.88,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1129",1129,"Q2-2014","Q2","5-2014",41768,71593.649593655,-0.200000000000003,0,15.37,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1130",1130,"Q2-2014","Q2","5-2014",41771,42624.4566244595,0.570000000000007,-5,-25.4100000000001,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1131",1131,"Q2-2014","Q2","5-2014",41772,85932.7159327157,1.12,0,-3.13999999999999,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1132",1132,"Q2-2014","Q2","5-2014",41773,533275.751275748,0.61999999999999,10,15.62,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1133",1133,"Q2-2014","Q2","5-2014",41774,209803.061803062,-0.890000000000001,15,-5.48000000000002,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1134",1134,"Q2-2014","Q2","5-2014",41775,-5919.10791910812,0.570000000000007,40,5.44000000000005,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1135",1135,"Q2-2014","Q2","5-2014",41778,442948.402948402,0.640000000000001,-30,3.54999999999995,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1136",1136,"Q2-2014","Q2","5-2014",41779,217659.7996598,-0.150000000000006,20,4.48000000000002,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1137",1137,"Q2-2014","Q2","5-2014",41780,-446167.076167077,1.51000000000001,0,6.36000000000001,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1138",1138,"Q2-2014","Q2","5-2014",41781,-180643.734643735,-0.280000000000001,-20,-2.14999999999998,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1139",1139,"Q2-2014","Q2","5-2014",41782,248018.522018526,0.980000000000004,15,-0.240000000000009,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1140",1140,"Q2-2014","Q2","5-2014",41785,-1025.43942544237,-1.70285714285714,-5,2.56999999999994,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1141",1141,"Q2-2014","Q2","5-2014",41786,394236.174636174,1.47285714285714,0,8.69000000000005,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1142",1142,"Q2-2014","Q2","5-2014",41787,-101643.545643546,-1.41,20,4.59000000000003,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1143",1143,"Q2-2014","Q2","5-2014",41788,-32054.4320544302,0.890000000000001,0,1.11000000000001,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1144",1144,"Q2-2014","Q2","5-2014",41789,235714.231714234,-0.859999999999999,-5,3.56999999999994,0.00309999999999999,-16.7,0,0.00945668315389138,5.96
"1145",1145,"Q2-2014","Q2","6-2014",41792,-193147.609147612,-0.330000000000013,25,-5.22000000000003,0.00480000000000003,21.2,0,0.02144054625905,5.96
"1146",1146,"Q2-2014","Q2","6-2014",41793,-17818.937818937,0.27000000000001,30,1.96000000000004,0.00480000000000003,21.2,0,0.02144054625905,5.96
"1147",1147,"Q2-2014","Q2","6-2014",41794,-246980.154980157,-0.0700000000000074,-30,-5.29999999999995,0.00480000000000003,21.2,0,0.02144054625905,5.96
